LABELS
#use this template to change the leaf labels, or define/change the internal node names (displayed in mouseover popups)

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throughout this file (except in the SEPARATOR line, which uses space).

#SEPARATOR TAB
#SEPARATOR SPACE
SEPARATOR COMMA

#Internal tree nodes can be specified using IDs directly, or using the 'last common ancestor' method described in iTOL help pages
#=================================================================#
#       Actual data follows after the "DATA" keyword              #
#=================================================================#
DATA
#NODE_ID,LABEL

#Examples
#define a name for an internal node
#9031|9606,Metazoa

#change the label for leaf node 9606
#9606,Homo sapiens
GCA_003149495.1,Gemmata obscuriglobus 
GCA_003517325.1_2,Phycisphaerales bacterium UBA8012
GCA_003517325.1_3,Phycisphaerales bacterium UBA8012
GCA_003520025.1_2,Phycisphaerales bacterium UBA12567
GCA_003528255.1_2,Phycisphaerales bacterium UBA10178
GCA_003533825.1_2,Phycisphaerales bacterium UBA9295
GCA_003597935.1_3,Phycisphaerales bacterium SURF_32
GCA_003597935.1_2,Phycisphaerales bacterium SURF_32
GCA_009692015.1_2,Phycisphaerales bacterium Baikal-deep-G163
GCA_009781185.1_4,Phycisphaerales bacterium Emb289P4bin17
GCA_009781185.1_3,Phycisphaerales bacterium Emb289P4bin17
GCA_009781185.1_2,Phycisphaerales bacterium Emb289P4bin17
GCA_011043075.1_2,Phycisphaerales bacterium HyVt-298
GCA_011048645.1_2,Phycisphaerales bacterium SpSt-1223
GCA_011053245.1_2,Phycisphaerales bacterium HyVt-351
GCA_011053245.1_3,Phycisphaerales bacterium HyVt-351
GCA_011055475.1_2,Phycisphaerales bacterium SpSt-1214
GCA_011057845.1_2,Phycisphaerales bacterium SpSt-1209
GCA_011331335.1_2,Phycisphaerales bacterium SpSt-423
GCA_011332905.1_2,Phycisphaerales bacterium SpSt-980
GCA_011369945.1_2,Phycisphaerales bacterium SpSt-560
GCA_011374745.1_2,Phycisphaerales bacterium HyVt-547
GCA_012031455.1_2,Phycisphaerales bacterium SM1_4_15
GCA_012729595.1_2,Phycisphaerales bacterium AS06rmzACSIP_494
GCA_012729595.1_3,Phycisphaerales bacterium AS06rmzACSIP_494
GCA_012964395.1_2,Phycisphaerales bacterium UWMA-0094
GCA_013003065.1_2,Phycisphaerales bacterium SS_bin_71
GCA_013043745.1_2,Phycisphaerales bacterium Site_A9
GCA_013044165.1_2,Phycisphaerales bacterium MAG 19
GCA_013140575.1_2,Phycisphaerales bacterium WB-IL-13
GCA_013140575.1_3,Phycisphaerales bacterium WB-IL-13
GCA_013360695.1_2,Phycisphaerales bacterium MAG_20
GCA_014238205.1_2,Phycisphaerales bacterium bin61s
GCA_015487555.1_3,Phycisphaerales bacterium S012_6
GCA_015487555.1_2,Phycisphaerales bacterium S012_6
GCA_016699835.1_2,Phycisphaerales bacterium Fred_18-Q3-R57-64_MAXAC.330_cln
GCA_016709445.1_2,Phycisphaerales bacterium EsbW_18-Q3-R4-48_BATAC.72
GCA_016716475.1_2,Phycisphaerales bacterium Kalu_18-Q3-R12-55_BAT3C.197
GCA_016716585.1_2,Phycisphaerales bacterium Kalu_18-Q3-R12-55_BAT3C.140
GCA_016741915.1_2,Phycisphaerales bacterium Desfum bin_9_GBBB08
GCA_016764015.1_2,Phycisphaerales bacterium NORP291
GCA_016764895.1_3,Phycisphaerales bacterium NORP244
GCA_016764895.1_2,Phycisphaerales bacterium NORP244
GCA_016795025.1_2,Phycisphaerales bacterium new MAG-48
GCA_017884515.1_2,Phycisphaerales bacterium bin_85
GCA_003170085.1_2,Planctomycetia bacterium fen_1346
GCA_003170085.1_4,Planctomycetia bacterium fen_1346
GCA_003170085.1_3,Planctomycetia bacterium fen_1346
GCA_003545295.1_2,Planctomycetia bacterium UBA10217
GCA_003545295.1_3,Planctomycetia bacterium UBA10217
GCA_003545295.1_6,Planctomycetia bacterium UBA10217
GCA_003545295.1_8,Planctomycetia bacterium UBA10217
GCA_003545295.1_7,Planctomycetia bacterium UBA10217
GCA_003545295.1_5,Planctomycetia bacterium UBA10217
GCA_003545295.1_4,Planctomycetia bacterium UBA10217
GCA_005772855.1_2,Planctomycetia bacterium F1-120-MAGs048
GCA_005772855.1_3,Planctomycetia bacterium F1-120-MAGs048
GCA_005772955.1_3,Planctomycetia bacterium F1-120-MAGs040
GCA_005772955.1_2,Planctomycetia bacterium F1-120-MAGs040
GCA_005773035.1_3,Planctomycetia bacterium F1-120-MAGs034
GCA_005773035.1_4,Planctomycetia bacterium F1-120-MAGs034
GCA_005773035.1_2,Planctomycetia bacterium F1-120-MAGs034
GCA_005773265.1_2,Planctomycetia bacterium F1-120-MAGs016
GCA_005773305.1_4,Planctomycetia bacterium F1-120-MAGs009
GCA_005773305.1_2,Planctomycetia bacterium F1-120-MAGs009
GCA_005773305.1_5,Planctomycetia bacterium F1-120-MAGs009
GCA_005773305.1_6,Planctomycetia bacterium F1-120-MAGs009
GCA_005773305.1_3,Planctomycetia bacterium F1-120-MAGs009
GCA_005773745.1_2,Planctomycetia bacterium F1-120-MAGs015
GCA_005773755.1_3,Planctomycetia bacterium F1-120-MAGs012
GCA_005773755.1_2,Planctomycetia bacterium F1-120-MAGs012
GCA_005773755.1_5,Planctomycetia bacterium F1-120-MAGs012
GCA_005773755.1_4,Planctomycetia bacterium F1-120-MAGs012
GCA_005776365.1_3,Planctomycetia bacterium F1-120-MAGs252
GCA_005776365.1_7,Planctomycetia bacterium F1-120-MAGs252
GCA_005776365.1_5,Planctomycetia bacterium F1-120-MAGs252
GCA_005776365.1_6,Planctomycetia bacterium F1-120-MAGs252
GCA_005776365.1_4,Planctomycetia bacterium F1-120-MAGs252
GCA_005776365.1_2,Planctomycetia bacterium F1-120-MAGs252
GCA_005776475.1_3,Planctomycetia bacterium F1-120-MAGs241
GCA_005776475.1_4,Planctomycetia bacterium F1-120-MAGs241
GCA_005776475.1_5,Planctomycetia bacterium F1-120-MAGs241
GCA_005776475.1_2,Planctomycetia bacterium F1-120-MAGs241
GCA_005776895.1_2,Planctomycetia bacterium F1-120-MAGs213
GCA_005776895.1_5,Planctomycetia bacterium F1-120-MAGs213
GCA_005776895.1_6,Planctomycetia bacterium F1-120-MAGs213
GCA_005776895.1_4,Planctomycetia bacterium F1-120-MAGs213
GCA_005776895.1_3,Planctomycetia bacterium F1-120-MAGs213
GCA_005777835.1_2,Planctomycetia bacterium F1-120-MAGs131
GCA_005777915.1_2,Planctomycetia bacterium F1-120-MAGs123
GCA_005778045.1_2,Planctomycetia bacterium F1-120-MAGs118
GCA_005778045.1_4,Planctomycetia bacterium F1-120-MAGs118
GCA_005778045.1_3,Planctomycetia bacterium F1-120-MAGs118
GCA_005778725.1_3,Planctomycetia bacterium F1-120-MAGs169
GCA_005778725.1_2,Planctomycetia bacterium F1-120-MAGs169
GCA_005778725.1_4,Planctomycetia bacterium F1-120-MAGs169
GCA_005778825.1_2,Planctomycetia bacterium F1-120-MAGs159
GCA_005779585.1_2,Planctomycetia bacterium F1-120-MAGs064
GCA_005779585.1_3,Planctomycetia bacterium F1-120-MAGs064
GCA_005779585.1_4,Planctomycetia bacterium F1-120-MAGs064
GCA_005787455.1_2,Planctomycetia bacterium F1-20-MAGs150
GCA_005787685.1_2,Planctomycetia bacterium F1-20-MAGs128
GCA_005788705.1_2,Planctomycetia bacterium F1-20-MAGs167
GCA_005788775.1_2,Planctomycetia bacterium F1-20-MAGs157
GCA_005788805.1_2,Planctomycetia bacterium F1-20-MAGs149
GCA_005789005.1_2,Planctomycetia bacterium F1-20-MAGs129
GCA_005789645.1_3,Planctomycetia bacterium F1-20-MAGs052
GCA_005789645.1_4,Planctomycetia bacterium F1-20-MAGs052
GCA_005789645.1_2,Planctomycetia bacterium F1-20-MAGs052
GCA_005790545.1_2,Planctomycetia bacterium F1-140-MAGs146
GCA_005790545.1_3,Planctomycetia bacterium F1-140-MAGs146
GCA_005790545.1_4,Planctomycetia bacterium F1-140-MAGs146
GCA_005790545.1_5,Planctomycetia bacterium F1-140-MAGs146
GCA_005791845.1_3,Planctomycetia bacterium F1-140-MAGs153
GCA_005791845.1_2,Planctomycetia bacterium F1-140-MAGs153
GCA_005792145.1_2,Planctomycetia bacterium F1-140-MAGs090
GCA_005792245.1_2,Planctomycetia bacterium F1-140-MAGs085
GCA_005792915.1_2,Planctomycetia bacterium F1-140-MAGs030
GCA_005793545.1_2,Planctomycetia bacterium F1-140-MAGs066
GCA_005799265.1_2,Planctomycetia bacterium F1-60-MAGs120
GCA_005799265.1_3,Planctomycetia bacterium F1-60-MAGs120
GCA_005799545.1_3,Planctomycetia bacterium F1-60-MAGs101
GCA_005799545.1_2,Planctomycetia bacterium F1-60-MAGs101
GCA_005799545.1_6,Planctomycetia bacterium F1-60-MAGs101
GCA_005799545.1_7,Planctomycetia bacterium F1-60-MAGs101
GCA_005799545.1_5,Planctomycetia bacterium F1-60-MAGs101
GCA_005799545.1_4,Planctomycetia bacterium F1-60-MAGs101
GCA_005799575.1_2,Planctomycetia bacterium F1-60-MAGs100
GCA_005799575.1_3,Planctomycetia bacterium F1-60-MAGs100
GCA_005799575.1_4,Planctomycetia bacterium F1-60-MAGs100
GCA_005799575.1_5,Planctomycetia bacterium F1-60-MAGs100
GCA_005800635.1_3,Planctomycetia bacterium F1-60-MAGs055
GCA_005800635.1_4,Planctomycetia bacterium F1-60-MAGs055
GCA_005800635.1_2,Planctomycetia bacterium F1-60-MAGs055
GCA_005800905.1_3,Planctomycetia bacterium F1-60-MAGs034
GCA_005800905.1_2,Planctomycetia bacterium F1-60-MAGs034
GCA_005801395.1_2,Planctomycetia bacterium F1-60-MAGs021
GCA_005801465.1_2,Planctomycetia bacterium F1-60-MAGs020
GCA_005801495.1_2,Planctomycetia bacterium F1-60-MAGs016
GCA_005801495.1_3,Planctomycetia bacterium F1-60-MAGs016
GCA_005803845.1_2,Planctomycetia bacterium F1-80-MAGs188
GCA_005803845.1_3,Planctomycetia bacterium F1-80-MAGs188
GCA_005804045.1_3,Planctomycetia bacterium F1-80-MAGs171
GCA_005804045.1_4,Planctomycetia bacterium F1-80-MAGs171
GCA_005804045.1_2,Planctomycetia bacterium F1-80-MAGs171
GCA_005804485.1_2,Planctomycetia bacterium F1-80-MAGs125
GCA_005804485.1_4,Planctomycetia bacterium F1-80-MAGs125
GCA_005804485.1_3,Planctomycetia bacterium F1-80-MAGs125
GCA_005804605.1_2,Planctomycetia bacterium F1-80-MAGs117
GCA_005804745.1_3,Planctomycetia bacterium F1-80-MAGs173
GCA_005804745.1_2,Planctomycetia bacterium F1-80-MAGs173
GCA_005805155.1_2,Planctomycetia bacterium F1-80-MAGs123
GCA_005805155.1_3,Planctomycetia bacterium F1-80-MAGs123
GCA_005805155.1_4,Planctomycetia bacterium F1-80-MAGs123
GCA_005805155.1_5,Planctomycetia bacterium F1-80-MAGs123
GCA_005805195.1_2,Planctomycetia bacterium F1-80-MAGs126
GCA_005805195.1_5,Planctomycetia bacterium F1-80-MAGs126
GCA_005805195.1_6,Planctomycetia bacterium F1-80-MAGs126
GCA_005805195.1_4,Planctomycetia bacterium F1-80-MAGs126
GCA_005805195.1_3,Planctomycetia bacterium F1-80-MAGs126
GCA_005805345.1_3,Planctomycetia bacterium F1-80-MAGs102
GCA_005805345.1_4,Planctomycetia bacterium F1-80-MAGs102
GCA_005805345.1_2,Planctomycetia bacterium F1-80-MAGs102
GCA_005808425.1_2,Planctomycetia bacterium F1-80-MAGs083
GCA_005808465.1_2,Planctomycetia bacterium F1-80-MAGs084
GCA_005808465.1_3,Planctomycetia bacterium F1-80-MAGs084
GCA_005808665.1_2,Planctomycetia bacterium F1-80-MAGs058
GCA_005809225.1_2,Planctomycetia bacterium F1-80-MAGs044
GCA_005809225.1_3,Planctomycetia bacterium F1-80-MAGs044
GCA_009918525.1_2,Planctomycetia bacterium WB6_1B_298
GCA_009919445.1_2,Planctomycetia bacterium WB6_4_048
GCA_009919445.1_3,Planctomycetia bacterium WB6_4_048
GCA_009922585.1_2,Planctomycetia bacterium WB5_5_029
GCA_009922585.1_3,Planctomycetia bacterium WB5_5_029
GCA_009922585.1_4,Planctomycetia bacterium WB5_5_029
GCA_009923125.1_2,Planctomycetia bacterium WB5_1A_201
GCA_009923125.1_3,Planctomycetia bacterium WB5_1A_201
GCA_009923205.1_3,Planctomycetia bacterium WB5_1A_177
GCA_009923205.1_2,Planctomycetia bacterium WB5_1A_177
GCA_009924545.1_3,Planctomycetia bacterium WB4_3_0930
GCA_009924545.1_2,Planctomycetia bacterium WB4_3_0930
GCA_009926295.1_2,Planctomycetia bacterium WB4_1_1386
GCA_009926295.1_3,Planctomycetia bacterium WB4_1_1386
GCA_009926385.1_2,Planctomycetia bacterium WB4_2_1314
GCA_009926385.1_3,Planctomycetia bacterium WB4_2_1314
GCA_009936915.1_2,Planctomycetia bacterium HS5BWP_bin.32
GCA_009936915.1_3,Planctomycetia bacterium HS5BWP_bin.32
GCA_009936915.1_4,Planctomycetia bacterium HS5BWP_bin.32
GCA_009936915.1_5,Planctomycetia bacterium HS5BWP_bin.32
GCA_009936985.1_2,Planctomycetia bacterium HS5BWF_bin.23
GCA_009936985.1_3,Planctomycetia bacterium HS5BWF_bin.23
GCA_009936985.1_4,Planctomycetia bacterium HS5BWF_bin.23
GCA_009936985.1_5,Planctomycetia bacterium HS5BWF_bin.23
GCA_009937185.1_2,Planctomycetia bacterium H12BWP_bin.25
GCA_009937185.1_3,Planctomycetia bacterium H12BWP_bin.25
GCA_009937185.1_4,Planctomycetia bacterium H12BWP_bin.25
GCA_009937185.1_5,Planctomycetia bacterium H12BWP_bin.25
GCA_010021805.1_2,Planctomycetia bacterium WB8_1A_101
GCA_010021805.1_4,Planctomycetia bacterium WB8_1A_101
GCA_010021805.1_3,Planctomycetia bacterium WB8_1A_101
GCA_010021845.1_2,Planctomycetia bacterium WB8_1A_063
GCA_010027105.1_2,Planctomycetia bacterium WB9_2_258
GCA_010027105.1_3,Planctomycetia bacterium WB9_2_258
GCA_010027435.1_3,Planctomycetia bacterium WB9_2_292
GCA_010027435.1_2,Planctomycetia bacterium WB9_2_292
GCA_010032665.1_2,Planctomycetia bacterium WB9_4_033
GCA_012269595.1_2,Planctomycetia bacterium SW42618_bin_2
GCA_012269595.1_4,Planctomycetia bacterium SW42618_bin_2
GCA_012269595.1_3,Planctomycetia bacterium SW42618_bin_2
GCA_012269595.1_5,Planctomycetia bacterium SW42618_bin_2
GCA_014192315.1_6,Planctomycetia bacterium LBMAG_Planctomycetes_epi.bin1
GCA_014192315.1_7,Planctomycetia bacterium LBMAG_Planctomycetes_epi.bin1
GCA_014192315.1_5,Planctomycetia bacterium LBMAG_Planctomycetes_epi.bin1
GCA_014192315.1_2,Planctomycetia bacterium LBMAG_Planctomycetes_epi.bin1
GCA_014192315.1_4,Planctomycetia bacterium LBMAG_Planctomycetes_epi.bin1
GCA_014192315.1_3,Planctomycetia bacterium LBMAG_Planctomycetes_epi.bin1
GCA_014192425.1_4,Planctomycetia bacterium LBMAG_Planctomycetes_epi.bin2
GCA_014192425.1_3,Planctomycetia bacterium LBMAG_Planctomycetes_epi.bin2
GCA_014192425.1_2,Planctomycetia bacterium LBMAG_Planctomycetes_epi.bin2
GCA_014193005.1_2,Planctomycetia bacterium LBMAG_Planctomycetes_hypo.bin4
GCA_014193005.1_3,Planctomycetia bacterium LBMAG_Planctomycetes_hypo.bin4
GCA_014193005.1_4,Planctomycetia bacterium LBMAG_Planctomycetes_hypo.bin4
GCA_014382255.1_2,Planctomycetia bacterium NIOZ-UU49
GCA_014382255.1_3,Planctomycetia bacterium NIOZ-UU49
GCA_014382255.1_4,Planctomycetia bacterium NIOZ-UU49
GCA_014382255.1_5,Planctomycetia bacterium NIOZ-UU49
GCA_015075005.1_4,Planctomycetia bacterium H5_AMX3
GCA_015075005.1_3,Planctomycetia bacterium H5_AMX3
GCA_015075005.1_5,Planctomycetia bacterium H5_AMX3
GCA_015075005.1_6,Planctomycetia bacterium H5_AMX3
GCA_015075005.1_2,Planctomycetia bacterium H5_AMX3
GCA_015075005.1_9,Planctomycetia bacterium H5_AMX3
GCA_015075005.1_8,Planctomycetia bacterium H5_AMX3
GCA_015075005.1_7,Planctomycetia bacterium H5_AMX3
GCA_015075005.1_10,Planctomycetia bacterium H5_AMX3
GCA_015075145.1_5,Planctomycetia bacterium H5_AMX2
GCA_015075145.1_6,Planctomycetia bacterium H5_AMX2
GCA_015075145.1_4,Planctomycetia bacterium H5_AMX2
GCA_015075145.1_2,Planctomycetia bacterium H5_AMX2
GCA_015075145.1_3,Planctomycetia bacterium H5_AMX2
GCA_015075145.1_7,Planctomycetia bacterium H5_AMX2
GCA_015075145.1_8,Planctomycetia bacterium H5_AMX2
GCA_015075145.1_9,Planctomycetia bacterium H5_AMX2
GCA_015075705.1_2,Planctomycetia bacterium H1_PLA6
GCA_015075745.1_2,Planctomycetia bacterium H1_PLA5
GCA_015075745.1_4,Planctomycetia bacterium H1_PLA5
GCA_015075745.1_3,Planctomycetia bacterium H1_PLA5
GCA_015200345.1_2,Planctomycetia bacterium H1_PLA2
GCA_015200565.1_2,Planctomycetia bacterium H1_AMX1
GCA_015200565.1_3,Planctomycetia bacterium H1_AMX1
GCA_015200565.1_5,Planctomycetia bacterium H1_AMX1
GCA_015200565.1_4,Planctomycetia bacterium H1_AMX1
GCA_015200565.1_6,Planctomycetia bacterium H1_AMX1
GCA_015200565.1_7,Planctomycetia bacterium H1_AMX1
GCA_016177915.1_2,Planctomycetia bacterium NC_groundwater_66_Pr7_S-0.65um_66_19
GCA_016177915.1_3,Planctomycetia bacterium NC_groundwater_66_Pr7_S-0.65um_66_19
GCA_016177915.1_5,Planctomycetia bacterium NC_groundwater_66_Pr7_S-0.65um_66_19
GCA_016177915.1_4,Planctomycetia bacterium NC_groundwater_66_Pr7_S-0.65um_66_19
GCA_016188635.1_2,Planctomycetia bacterium NC_groundwater_412_Ag_B-0.1um_58_6
GCA_016188635.1_3,Planctomycetia bacterium NC_groundwater_412_Ag_B-0.1um_58_6
GCA_016191115.1_3,Planctomycetia bacterium NC_groundwater_621_Pr5_B-0.1um_65_48
GCA_016191115.1_2,Planctomycetia bacterium NC_groundwater_621_Pr5_B-0.1um_65_48
GCA_016191115.1_4,Planctomycetia bacterium NC_groundwater_621_Pr5_B-0.1um_65_48
GCA_016200145.1_2,Planctomycetia bacterium NC_groundwater_1042_Pr1_S-0.65um_63_10
GCA_016200145.1_4,Planctomycetia bacterium NC_groundwater_1042_Pr1_S-0.65um_63_10
GCA_016200145.1_3,Planctomycetia bacterium NC_groundwater_1042_Pr1_S-0.65um_63_10
GCA_016200205.1_2,Planctomycetia bacterium NC_groundwater_1040_Pr1_S-0.65um_60_11
GCA_016200205.1_3,Planctomycetia bacterium NC_groundwater_1040_Pr1_S-0.65um_60_11
GCA_016795155.1_2,Planctomycetia bacterium new MAG-35
GCA_016795185.1_2,Planctomycetia bacterium new MAG-36
GCA_016795185.1_4,Planctomycetia bacterium new MAG-36
GCA_016795185.1_3,Planctomycetia bacterium new MAG-36
GCA_016795185.1_5,Planctomycetia bacterium new MAG-36
GCA_016795225.1_2,Planctomycetia bacterium new MAG-34
GCA_016795345.1_3,Planctomycetia bacterium new MAG-19
GCA_016795345.1_2,Planctomycetia bacterium new MAG-19
GCA_016795345.1_4,Planctomycetia bacterium new MAG-19
GCA_017859515.1_2,Planctomycetia bacterium DEBay_Sum29NG08_27
GCA_003230465.1_2,Planctomycetales bacterium SZUA-211
GCA_003230465.1_3,Planctomycetales bacterium SZUA-211
GCA_003230465.1_4,Planctomycetales bacterium SZUA-211
GCA_003508275.1_2,Planctomycetales bacterium UBA11822
GCA_003508275.1_4,Planctomycetales bacterium UBA11822
GCA_003508275.1_3,Planctomycetales bacterium UBA11822
GCA_005239795.1_2,Planctomycetales bacterium Bin_31
GCA_005239795.1_7,Planctomycetales bacterium Bin_31
GCA_005239795.1_10,Planctomycetales bacterium Bin_31
GCA_005239795.1_9,Planctomycetales bacterium Bin_31
GCA_005239795.1_5,Planctomycetales bacterium Bin_31
GCA_005239795.1_8,Planctomycetales bacterium Bin_31
GCA_005239795.1_6,Planctomycetales bacterium Bin_31
GCA_005239795.1_11,Planctomycetales bacterium Bin_31
GCA_005239795.1_3,Planctomycetales bacterium Bin_31
GCA_005239795.1_4,Planctomycetales bacterium Bin_31
GCA_005239795.1_12,Planctomycetales bacterium Bin_31
GCA_007119795.1_2,Planctomycetales bacterium CSSed162cmA_348R1
GCA_007122045.1_2,Planctomycetales bacterium CSSed162cmA_102R1
GCA_007126245.1_2,Planctomycetales bacterium CSSed162cmB_456R1
GCA_007127495.1_2,Planctomycetales bacterium CSSed162cmB_317
GCA_007135285.1_2,Planctomycetales bacterium CSSed165cm_225
GCA_011328785.1_2,Planctomycetales bacterium SpSt-496
GCA_011328785.1_3,Planctomycetales bacterium SpSt-496
GCA_011771185.1_2,Planctomycetales bacterium KS3-C073
GCA_011771305.1_2,Planctomycetales bacterium KS4-C064
GCA_011771735.1_2,Planctomycetales bacterium KS2-C091
GCA_011772025.1_2,Planctomycetales bacterium KS1-C079
GCA_011772275.1_2,Planctomycetales bacterium CS4-C045
GCA_011772785.1_2,Planctomycetales bacterium CS3-C060
GCA_011772795.1_2,Planctomycetales bacterium CS3-C063
GCA_011773325.1_2,Planctomycetales bacterium CS1-C065
GCA_011773715.1_2,Planctomycetales bacterium ACK-C064
GCA_015485115.1_2,Planctomycetales bacterium S139_61
GCA_015488215.1_2,Planctomycetales bacterium S012_138
GCA_015488215.1_4,Planctomycetales bacterium S012_138
GCA_015488215.1_3,Planctomycetales bacterium S012_138
GCA_016235885.1_2,Planctomycetales bacterium NC_groundwater_1798_Pr3_B-0.1um_60_10
GCA_016235885.1_3,Planctomycetales bacterium NC_groundwater_1798_Pr3_B-0.1um_60_10
GCA_016794185.1_2,Planctomycetales bacterium new MAG-43
GCA_016794185.1_3,Planctomycetales bacterium new MAG-43
GCA_003977685.1_2,Tautonia sociabilis 
GCA_003977685.1_3,Tautonia sociabilis 
GCA_003977685.1_5,Tautonia sociabilis 
GCA_003977685.1_4,Tautonia sociabilis 
GCA_003551305.1_2,Candidatus Brocadiaceae bacterium B1Sed10_231
GCA_003551305.1_3,Candidatus Brocadiaceae bacterium B1Sed10_231
GCA_003551385.1_2,Candidatus Brocadiaceae bacterium B1Sed10_226
GCA_003551385.1_3,Candidatus Brocadiaceae bacterium B1Sed10_226
GCA_003551565.1_2,Candidatus Brocadiaceae bacterium B1Sed10_209R1
GCA_003551565.1_3,Candidatus Brocadiaceae bacterium B1Sed10_209R1
GCA_003551565.1_4,Candidatus Brocadiaceae bacterium B1Sed10_209R1
GCA_003551785.1_2,Candidatus Brocadiaceae bacterium B1Sed10_183
GCA_003551785.1_3,Candidatus Brocadiaceae bacterium B1Sed10_183
GCA_003552145.1_2,Candidatus Brocadiaceae bacterium B1Sed10_131
GCA_003552145.1_3,Candidatus Brocadiaceae bacterium B1Sed10_131
GCA_003552145.1_4,Candidatus Brocadiaceae bacterium B1Sed10_131
GCA_003557395.1_2,Candidatus Brocadiaceae bacterium CSSed10_379
GCA_003558595.1_2,Candidatus Brocadiaceae bacterium CSSed10_442
GCA_003567495.1_2,Candidatus Brocadiaceae bacterium T3Sed10_170
GCA_003567495.1_3,Candidatus Brocadiaceae bacterium T3Sed10_170
GCA_012728835.1_2,Candidatus Brocadiaceae bacterium AS06rmzACSIP_89
GCA_012728835.1_4,Candidatus Brocadiaceae bacterium AS06rmzACSIP_89
GCA_012728835.1_5,Candidatus Brocadiaceae bacterium AS06rmzACSIP_89
GCA_012728835.1_3,Candidatus Brocadiaceae bacterium AS06rmzACSIP_89
GCA_015661205.1_2,Candidatus Brocadiaceae bacterium B4_bin.26
GCA_015661205.1_3,Candidatus Brocadiaceae bacterium B4_bin.26
GCA_015661205.1_4,Candidatus Brocadiaceae bacterium B4_bin.26
GCA_015661205.1_5,Candidatus Brocadiaceae bacterium B4_bin.26
GCA_015661205.1_6,Candidatus Brocadiaceae bacterium B4_bin.26
GCA_015661205.1_12,Candidatus Brocadiaceae bacterium B4_bin.26
GCA_015661205.1_15,Candidatus Brocadiaceae bacterium B4_bin.26
GCA_015661205.1_8,Candidatus Brocadiaceae bacterium B4_bin.26
GCA_015661205.1_11,Candidatus Brocadiaceae bacterium B4_bin.26
GCA_015661205.1_13,Candidatus Brocadiaceae bacterium B4_bin.26
GCA_015661205.1_16,Candidatus Brocadiaceae bacterium B4_bin.26
GCA_015661205.1_10,Candidatus Brocadiaceae bacterium B4_bin.26
GCA_015661205.1_14,Candidatus Brocadiaceae bacterium B4_bin.26
GCA_015661205.1_7,Candidatus Brocadiaceae bacterium B4_bin.26
GCA_015661205.1_9,Candidatus Brocadiaceae bacterium B4_bin.26
GCA_016844385.1_4,Candidatus Brocadiaceae bacterium CoA_1_bin.18
GCA_016844385.1_3,Candidatus Brocadiaceae bacterium CoA_1_bin.18
GCA_016844385.1_2,Candidatus Brocadiaceae bacterium CoA_1_bin.18
GCA_016844385.1_6,Candidatus Brocadiaceae bacterium CoA_1_bin.18
GCA_016844385.1_5,Candidatus Brocadiaceae bacterium CoA_1_bin.18
GCA_016844385.1_12,Candidatus Brocadiaceae bacterium CoA_1_bin.18
GCA_016844385.1_11,Candidatus Brocadiaceae bacterium CoA_1_bin.18
GCA_016844385.1_9,Candidatus Brocadiaceae bacterium CoA_1_bin.18
GCA_016844385.1_10,Candidatus Brocadiaceae bacterium CoA_1_bin.18
GCA_016844385.1_8,Candidatus Brocadiaceae bacterium CoA_1_bin.18
GCA_016844385.1_7,Candidatus Brocadiaceae bacterium CoA_1_bin.18
GCA_905339135.1_2,Candidatus Brocadiaceae bacterium BROC
GCA_905339135.1_4,Candidatus Brocadiaceae bacterium BROC
GCA_905339135.1_5,Candidatus Brocadiaceae bacterium BROC
GCA_905339135.1_3,Candidatus Brocadiaceae bacterium BROC
GCA_016743735.1_4,Candidatus Brocadia sp. AMX1 AMX1
GCA_016743735.1_3,Candidatus Brocadia sp. AMX1 AMX1
GCA_016743735.1_2,Candidatus Brocadia sp. AMX1 AMX1
GCA_016743735.1_5,Candidatus Brocadia sp. AMX1 AMX1
GCA_016743735.1_6,Candidatus Brocadia sp. AMX1 AMX1
GCA_016743735.1_7,Candidatus Brocadia sp. AMX1 AMX1
GCA_014338295.1_5,Candidatus Jettenia sp. AMX1
GCA_014338295.1_4,Candidatus Jettenia sp. AMX1
GCA_014338295.1_6,Candidatus Jettenia sp. AMX1
GCA_014338295.1_2,Candidatus Jettenia sp. AMX1
GCA_014338295.1_3,Candidatus Jettenia sp. AMX1
GCA_014338295.1_7,Candidatus Jettenia sp. AMX1
GCA_014338295.1_8,Candidatus Jettenia sp. AMX1
GCA_014338295.1_11,Candidatus Jettenia sp. AMX1
GCA_014338295.1_9,Candidatus Jettenia sp. AMX1
GCA_014338295.1_10,Candidatus Jettenia sp. AMX1
GCA_003577195.1_6,Candidatus Brocadia sp. AMX2
GCA_003577195.1_5,Candidatus Brocadia sp. AMX2
GCA_003577195.1_3,Candidatus Brocadia sp. AMX2
GCA_003577195.1_4,Candidatus Brocadia sp. AMX2
GCA_003577195.1_2,Candidatus Brocadia sp. AMX2
GCA_003577195.1_7,Candidatus Brocadia sp. AMX2
GCA_003577195.1_8,Candidatus Brocadia sp. AMX2
GCA_003577195.1_10,Candidatus Brocadia sp. AMX2
GCA_003577195.1_9,Candidatus Brocadia sp. AMX2
GCA_003577215.1_4,Candidatus Brocadia sp. AMX1
GCA_003577215.1_3,Candidatus Brocadia sp. AMX1
GCA_003577215.1_2,Candidatus Brocadia sp. AMX1
